"title","gmd_name","edition","isbn_issn","publisher_name","publish_year","collation","series_title","call_number","language_name","place_name","classification","notes","image","sor","authors","topics","item_code"
"The Permanent Diaconate","Text","","1-86082-042-5","CATHOLIC TRUTH SOCIETY","1998","142hlm","","253 CON t","Indonesia","London","253 CON t","","cover_the-permanent-diaconate-20241205113535.jpeg","","<Catholic Truth Society>","","<6051/22>"
"The Apostolic Origins Of Priestly Celibacy","Text","","978-0-89870-951-3","United States Catholic Conference, Inc.","1981","","","253 COC t","Indonesia","America","253 COC t","","cover_the-apostolic-origins-of-priestly-celibacy-20240607115718.jpg","","<Cochini, Christian>","","<6080/22>"
"Kelompok Sel Yang Berhasil","Text","","","Gandum Mas","1981","","","253 CHO k","Indonesia","Malang","253 CHO k","","cover_kelompok-sel-yang-berhasil-20240226102552.jpg","","<Cho, Paul Yonggi.>","","<7662/22>"
"Church Documents On Priestly Vocation","Text","","971-602-058-9","Two Hearts Media Organization","2000","182hlm","","253 CHU","Indonesia","USA","253 CHU","","cover_church-documents-on-priestly-vocation-20241205121238.jpeg","","<Gereja Katolik>","","<6093/22>"
"Dialog Interreligius; historisitas, tesis, pergumulan, wajah","Text","","978-979-21-2713-3","Kanisius","2010","","","201.5 RIY d","Indonesia","Yogyakarta","201.5 RIY d","","0089-22.jpg.jpg","","<Riyanto, Armada.>","","<0089/22>"
"Directory On The Ministry And Life Of Priests","Text","","2-89420-236-9","Editions Paulines","1994","116hlm","","253 CLE d","Indonesia","Vatican","253 CLE d","","cover_directory-on-the-ministry-and-life-of-priests-20241205121914.jpeg","","","","<6073/22>"
"Prodiakon Bergaya Imam","Text","","978-602-14108-6-8","Charissa Publisher","2013","105hlm","","253 CHR p","Indonesia","Yogyakarta","253 CHR p","","cover_prodiakon-bergaya-imam-20240426093051.jpg","","<Christine, Anthony>","","<5465/22><5466/22>"
"Tetes-Tetes Inspirasi; renungan bacaan hari minggu Masa prapaskah dan masa paskah tahun A-B-C","Text","","979-719-179-6","Yayasan Pustaka Nusantara","2004","","","252 TAM t","Indonesia","Yogyakarta","252 TAM t","","cover_tetes-tetes-inspirasi-renungan-bacaan-hari-minggu-masa-prapaskah-dan-20241203152542.jpeg","","<Tambunan, Frietz>","","<7506/22><7508/22>"
"Percikan Pengalaman II","Text","","","Nusa Indah","1984","","","248.3 BED p","Indonesia","Flores, NTT","248.3 BED p","","","","<Beding, Bosko>","","<0559/23>"
"Teologi Mistik; Ilmu Cinta","Text","","979-21-0104-7","Kanisius","2001","","","248.22 JOH t","Indonesia","Yogyakarta","248.22 JOH t","","cover_teologi-mistik-ilmu-cinta-20240415105126.jpg","","<Johnston, William.>","","<5821/22><8281/22><1968/23><0322/24>"
"Doa Dan Mengenal Diri","Text","","979-413-409-0","Kanisius","1985","","","248.32 GRU d","Indonesia","Yogyakarta","248.32 GRU d","","cover_doa-dan-mengenal-diri-20240814082018.jpg","","<Grun, Anselm>","","<0664/23>"
"Roh Pembaharu Umat Alllah; kumpulan pengalaman dalam membina kelompok doa","Text","","979-565-005-X","","","","","248.32 GHE r","Indonesia","","248.32 GHE r","","cover_roh-pembaharu-umat-alllah-kumpulan-pengalaman-dalam-membina-kelompok-20240229093610.jpg","","<Blattner, John>","","<7655/22>"
"Kuasa Penyembuhan doa","Text","","979-21-1270-7","Kanisius","2006","","","248.32 MEE k","Indonesia","Yogyakarta","248.32 MEE k","","cover_kuasa-penyembuhan-doa-20240828091001.jpg","","<Meehan, Bridget, Mary>","","<0580/24>"
"Bertekun Dalam Doa Apa Untungnya?","Text","","979-3500-85-9","Dioma","2006","","","248.32 MAR b","Indonesia","Malang","248.32 MAR b","","cover_bertekun-dalam-doa-apa-untungnya-20240819092203.jpg","","<Ndolu, Siriakus, Maria>","","<1127/23>"
"Jejak-Jejak Kebijaksanaan 2","Text","","979-497-546-X","Kanisius","1996","108 hlm; 20x12.5cm","","220.9505 BAS i","Indonesia","Yogyakarta","220.9505 BAS i","","cover_jejak-jejak-kebijaksanaan-2-20250722084209.jpg","","<Basuki, Andreas>","","<0628/23><0629/23><2824/23>"
"Doa Transformatif; Menggali inspirasi dari kitab suci","Text","","979-3392-75-4","Prestasi Pustaka Kasih","2004","14x20.5cm","","248.32 WRI d","Indonesia","Jakarta","248.32 WRI d","","cover_doa-transformatif-menggali-inspirasi-dari-kitab-suci-20240819094857.jpg","","<Wringht, Bill>","","<1123/23>"
"Pusat-Pusat Kehidupan; percikan inspirasi untuk membangun kehidupan Kristen yang lebih kokoh","Text","","979-413-798-7","Kanisius","1992","","","248.32 SUH  p","Indonesia","Yogyakarta","248.32 SUH  p","","cover_pusat-pusat-kehidupan-percikan-inspirasi-untuk-membangun-kehidupan-kr-20240819104205.jpg","","<Suharyo>","","<1122/23><0559/24>"
"Berjagalah Dan Berdoalah Bersama Aku","Text","","979-565-081-5","OBOR","1996","","","248.32 RAH b","Indonesia","Jakarta","248.32 RAH b","","","","<Rahner, Karl>","","<0957/23>"
"Harta Karun Dalam Doa","Text","","979-21-0189-6","Kanisius","2003","","","248.32 PAI h","Indonesia","Yogyakarta","248.32 PAI h","","0958-23.jpeg.jpeg","","<Pai, Rex>","","<0958/23>"
"Mendengarkan Dalam Doa","Text","","979-565-064-5","OBOR","1995","","","248.32 GRO m","Indonesia","Jakarta","248.32 GRO m","","1128-23.jpeg.jpeg","","<Groeschel, Benedict>","","<1128/23>"
"Melayani Tradisi Doa","Text","","","Nusa Indah","1984","","","248.32 LOU m","Indonesia","Ende-Flores","248.32 LOU m","","cover_melayani-tradisi-doa-20240814082342.jpg","","<Louf, andre>","","<0663/23>"
"The Philokalia; the complete text Volume Four","Text","","0-571-19382-X","faber and faber","1995","","","248.2 PAL t","Indonesia","","248.2 PAL t","","cover_the-philokalia-the-complete-text-volume-four-20231120100103.jpg","","<palmer>","","<8824/22>"
"Anugerah-Anugerah Cinta","Text","","979-672-140-6","Kanisius","1998","","","248.2 TER a","Indonesia","Yogyakarta","248.2 TER a","","cover_anugerah-anugerah-cinta-20240510085715.jpg","","<Ibu teresa>","","<4865/22>"
"Keluarga Kristiani Di Zaman Yang Berubah","Text","","978-623-095337","Imavi Warta Media","2023","","","248 PRA k","Indonesia","Surabaya","248 PRA k","","cover_keluarga-kristiani-di-zaman-yang-berubah-20241122105350.jpg","","<Prayidno Pr., Iswadi>","","<3574/23>"
"Harta Sang Guru; 53 Kutipan Inspirasi dan refleksi","Text","","978-979-565-620-3","OBOR","2012","","","248 SUF h","Indonesia","Jakarta","248 SUF h","","cover_harta-sang-guru-53-kutipan-inspirasi-dan-refleksi-20241122091736.jpg","","<Sufiyanta SJ, A. Mintara>","","<3011/22>"
"Allah Di Tempat Pengungsian","Text","","978-602-8670-73-9","Fidei Press","2013","","","248.4 LAC c","Indonesia","Jakarta","248.4 LAC c","","cover_allah-di-tempat-pengungsian-20241122124326.jpg","","<Lacey, Marilyn.>","","<7922/22>"
"Hidup Tanpa Pengaman","Text","","","Metanoia","2002","","","248 YED h","Indonesia","","248 YED h","","","","<Yah, Paulus, Yedid>","","<0527/23>"
"Kekuatan Iman Kita; kumpulan ilustrasi dan renungan harian","Text","","","Departemen Literatur","1997","","","248.3 KEK k","Indonesia","California.","248.3 KEK k","","cover_kekuatan-iman-kita-kumpulan-ilustrasi-dan-renungan-harian-20240828102431.jpg","","<Handojo, Jeanne>","","<0520/23>"
"The Cloud of Unknowing; Buku doa klasik dalam tradisi kristiani","Text","","978-979-21-3659-3","Kanisius","2013","","","248.2 FRE t","Indonesia","Yogyakarta","248.2 FRE t","","","","<Freeman, Laurence>","","<0927/23>"
"Thoughts; fragments of Apostolic Spirituality","Text","","971-590-094-1","Paulist Press","1996","","","248.4 ALB t","Indonesia","Boston.","248.4 ALB t","","cover_thoughts-fragments-of-apostolic-spirituality-20241122122939.jpeg","","<Alberione, james>","","<7706/22>"
"Bertumbuh Bersama Dalam Iman; pembinaan waga jemaat untuk hidup beriman, beribadah, berdoa, dan mendengarkan firman Allah","Text","","978-979-687-988-5","PT BPK Gunung Mulia.","2012","99HLM;18CM","","248.4 LIE b","Indonesia","Jakarta","248.4 LIE b","","cover_bertumbuh-bersama-dalam-iman-pembinaan-waga-jemaat-untuk-hidup-berima-20240213153509.jpg","","<Yang, Liem, Khiem>","","<7946/22>"
"Handbook For Spiritual Directors","Text","","81-7109-419-8","","","","","248 DOU h","Indonesia","","248 DOU h","","cover_handbook-for-spiritual-directors-20241120092239.jpeg","","<Douglas, Julie M.>","","<7924/22>"
"The Collected Works Of St John Of The Cross","Text","","0-935216-14-6","","","","","230.2 kav t-1","Indonesia","","NONE","","8839-22.jpg.jpg","","<Kavanaugh, Kieran>","","<8839/22>"
"Melaksanakan Sabda 7","Text","","","","1994","","","248 MEL l","Indonesia","Semarang","248 MEL l","","cover_melaksanakan-sabda-7-20241121102800.jpeg","","","","<6725/22>"
"Mengatasi Rasa Kesepian","Text","","","OBOR","1997","","","158.1 WED m","Indonesia","Jakarta","158.1 WED m","","cover_mengatasi-rasa-kesepian-20240923110533.jpeg","","<Wedge, Florence>","","<3258/22><3261/22>"
"Melaksanakan Sabda 4","Text","","","","","","","248 MEL m","Indonesia","","248 MEL m","","cover_melaksanakan-sabda-4-20241121102149.jpeg","","","","<6724/22>"
"Mysticism For Beginners","Text","","978-1-56548-243-2","","","","","248 LYD m","Indonesia","","248 LYD m","","7727-22.jpg.jpg","","<Aumann, Jordan>","","<7727/22>"
"Embun Inspirasi Renungan; bacaan hari inggu, masa adven, masa natal, hari-hari raya dan para kudus tahun A-B-C","Text","","979-719-168-0","Yayasan Pustaka Nusantara","2004","","","252 TAM e","Indonesia","Yogyakarta","252 TAM e","","cover_embun-inspirasi-renungan-bacaan-hari-minggu-masa-adven-masa-natal-h-20241203154132.jpeg","","<Tambunan, Frietz>","","<7505/22>"
"Renungan Dan Khotbah; sesuai bacaan-bacaab dari misa hari minggu mnasa biasa IV","Text","","","PT Kanisius","1973","","","252 SOE r","Indonesia","Yogyakarta","252 SOE r","","cover_renungan-dan-khotbah-sesuai-bacaan-bacaab-dari-misa-hari-minggu-mnas-20241204085529.jpeg","","<A. Soenarja>","","<7514/22>"
"Renungan Dan Khotbah; sesuai bacaanpbacaan dari misa hari minggu misa biasa VI","Text","","","Kanisius","1973","","","252 SOE r","Indonesia","Yogyakarta","252 SOE r","","cover_renungan-dan-khotbah-sesuai-bacaanpbacaan-dari-misa-hari-minggu-misa-20241204092758.jpeg","","<A. Soenarja>","","<7532/22>"
"Bunga Rumput Sepanjang Jalan; Menimba Hikmat dari Hidup keseharian","Text","","978-979-26-0011-7","Dioma","2010","","","248 HUD b","Indonesia","Malang","248 HUD b","","cover_bunga-rumput-sepanjang-jalan-menimba-hikmat-dari-hidup-keseharian-20241120102849.jpg","","<B. Hudiono>","","<6223/22>"
"Renungan Dan Khotbah; sesuai bacaan-bacaan dari misa hari minggu masa paskah dan sekitar pentekosta","Text","","","Kanisius","","","","252 SOE r","Indonesia","Yogyakarta","252 SOE r","","cover_renungan-dan-khotbah-sesuai-bacaan-bacaan-dari-misa-hari-minggu-masa-20241204092934.jpeg","","<A. Soenarja>","","<7515/22>"
"Semua Baik; discovering the word of God in Indonesia","Text","","","","","","","252 TAL s","Indonesia","","252 TAL s","","cover_semua-baik-discovering-the-word-of-god-in-indonesia-20241204093306.jpeg","","","","<7258/22>"
"Harta Karun; renungan dan kotbah praktos hari minggu biasa ke 13-33 Tahun A","Text","","","","1993","","","252 SUW h","Indonesia","Blitar","252 SUW h","","cover_harta-karun-renungan-dan-kotbah-praktos-hari-minggu-biasa-ke-13-33-ta-20241204093847.jpeg","","<Suwadji>","","<7455/22>"
"Menemukan Diri; bahan renungan dan kotbah, menggali hidup sehari hari","Text","","","","","","","252 SUW m","Indonesia","","252 SUW m","","cover_menemukan-diri-bahan-renungan-dan-kotbah-menggali-hidup-sehari-hari-20241204094350.jpeg","","<Suwadji>","","<7621/22>"
"Garam Berasa Tetapi Tidak Teraba","Text","","","","","","","248 BEE g","Indonesia","","248 BEE g","","","","","","<7583/22><7584/22>"
"Renungan Minggu Tahun C","Text","","979-497-872-8","Kanisius","1997","","","252 SUP r","Indonesia","Yogyakarta","252 SUP r","","cover_renungan-minggu-tahun-c-20241204095239.jpeg","","<Suparno, Paul>","","<7352/22><7353/22>"
"Renungan Dan Kotbah; sesuai bacaan-bacaan dari misa hari minggu-sesudah natal","Text","","","Kanisius","1972","","","252 SOE r","Indonesia","Yogyakarta","252 SOE r","","cover_renungan-dan-kotbah-sesuai-bacaan-bacaan-dari-misa-hari-minggu-sesuda-20241204100437.jpeg","","<A. Soenarja>","","<7548/22>"
"Merindukan Allah Dalam Kitab Suci","Text","","979-3106-15-8","Dioma","2006","78hlm","","248 CAT m","Indonesia","Malang","248 CAT m","","cover_merindukan-allah-dalam-kitab-suci-20241119144821.jpeg","","<Caffrey, James>","","<3688/22>"
"Renungan Dan Khotbah; sesuai bacaan dari misa hari minggu masa biasa V","Text","","","Kanisius","1973","","","252 SOE r","Indonesia","Yogyakarta","252 SOE r","","cover_renungan-dan-khotbah-sesuai-bacaan-dari-misa-hari-minggu-masa-biasa-v-20241204101127.jpeg","","<A. Soenarja>","","<7533/22>"
"Kabar Baharu; renungan-renungan singkat dari pembacaan kitab suci","Text","","","PT Kanisius","1969","","","252 SNI k","Indonesia","Yogyakarta","252 SNI k","","cover_kabar-baharu-renungan-renungan-singkat-dari-pembacaan-kitab-suci-20240320085731.jpeg","","<Snijders, Adelbert>","","<7516/22>"
"Romo Casutt, SJ; dalam senyap bangun pendidikan vokasi Indonesia","Text","","978-602-412-353-6","Kompas","2018","336hlm;23cm","","248 BOB r","Indonesia","Jakarta","248 BOB r","","cover_romo-casutt-sj-dalam-senyap-bangun-pendidikan-vokasi-indonesia-20241119150756.jpg","","<Bobby>","","<2985/22>"
"Ibu Teresa A Simpe Path Jalan Sederhana","Text","","978-602-03-0110-5","Gramedia","2014","138hlm; 20x13.5cm","","248 VAR a","Indonesia","Jakarta","248 VAR a","","cover_ibu-teresa-a-simpe-path-jalan-sederhana-20240416100710.jpg","","<Vardey, Lucinda>","","<2792/23><0328/24>"
"Aneka Homili Prodiakon","Text","","978-979-21-2572-6","Kanisius","2014","","","252 SAR a","Indonesia","Yogyakarta","252 SAR a","","cover_aneka-homili-prodiakon-20240318122720.jpeg","","<Sardjono, Budi>","","<7253/22><7289/22>"
"Cara Mudah Membuat Renungan","Text","","978-979-21-4175-7","Kanisius","","","","252 SAR c","Indonesia","Yogyakarta","252 SAR c","","cover_cara-mudah-membuat-renungan-20240306091943.jpg","","<Sardjono, M. Budi>","","<7254/22><7301/22>"
"Apakah Kekudusan Itu? (Suatu renungan)","Text","","","suster Trappist","","","","248 TRA a","Indonesia","Gedono","248 TRA a","","","","<suster-suster Gedono>","","<0903/23><0904/23>"
"Kisah Kasih; kumpulan khotbah harian","Text","","978-979-21-3521-3","Kanisius","2013","","","252 PRA k","Indonesia","Yogyakarta","252 PRA k","","cover_kisah-kasih-kumpulan-khotbah-harian-20240314123440.jpg","","<Y.B. Prasetyantha>","","<7338/22>"
"Karya Penggembalaan Dewan Paroki","Text","","978-979-21-1766-6","Kanisius","2007","","","253 PRA k","Indonesia","Yogyakarta","253 PRA k","","cover_karya-penggembalaan-dewan-paroki-20240708102900.jpeg","","<L. Prasetya>","","<3884/22><8075/22>"
"The New Rosary With Mysteries Of Light","Text","","","Sons of Holy Mary","2002","","","248 THE t","Indonesia","","248 THE t","","cover_the-new-rosary-with-mysteries-of-light-20240416091847.jpg","","","","<1770/23>"
"The Touch Of God Volume IV","Text","Volume IV","","Retreat Cetre","2001","","","248 THE t","Indonesia","","248 THE t","","","","","","<6510/22>"
"Psikologi Dan Pendidikan Calon Imam; kongregasi pendidikan katolik","Text","","978-979-21-2444-6","Kanisius","2009","","","253 PEN p","Indonesia","Yogyakarta","253 PEN p","","cover_psikologi-dan-pendidikan-calon-imam-kongregasi-pendidikan-katolik-20240604104342.jpg","","<Keuskupan Agung Semarang>","","<6087/22><6088/22><6089/22><6090/22><6091/22><6170/22><6171/22><0425/24><0108/25><0113/25>"
"The Touch Of God Volume III","Text","Volume III","","Retreat Cetre","1999","","","248 THE t","Indonesia","","248 THE t","","","","","","<6508/22><6509/22>"
"Merenung Sambil Tersenyum Tersenyum Sambil Merenung 1","Text","","979-497-499-4","Kanisius","1996","","","248 SUL m","Indonesia","Yogyakarta","248 SUL m","","cover_merenung-sambil-tersenyum-tersenyum-sambil-merenung-1-20240828103200.jpg","","<Sulistiyana, Wahyu>","","<0498/23>"
"Homili Tahun B","Text","","","komisi ka","2002","","","252 LAL h","Indonesia","indonesia","252 LAL h","","cover_homili-tahun-b-20241203113647.jpeg","","<Lalu, Yosef.>","","<7351/22>"
"Sari Firman; kumpulan homili terlengkap hari minggu, hari raya, dan hari pesta tahun A,B,C","Text","","979-429-190-0","Nusa Indah","2003","","","252 HAY s","Indonesia","Flores, NTT","252 HAY s","","cover_sari-firman-kumpulan-homili-terlengkap-hari-minggu-hari-raya-dan-ha-20241203113936.jpeg","","<Hayon, Nikolaus.>","","<7509/22>"
"The Day has Come; easter and baptism in Zeno of Verona","Text","","0-8146-2341-7","The Liturgical Press","1995","275hlm","","252 JEA d","Indonesia","Collegeville, Minnesota","252 JEA d","","cover_the-day-has-come-easter-and-baptism-in-zeno-of-verona-20241203114912.jpg","","<Jeanes, Gordon P.>","","<7342/22>"
"Inspirasi Pewartaan Sabda Tahun B","Text","cet.1","979-429-113-7","Nusa Indah","1999","","","252 INS b","Indonesia","","252 INS b","","cover_inspirasi-pewartaan-sabda-tahun-b-20240307125104.jpeg","","<Kirchberger, Georg>","","<7543/22>"
"Khotbah Tahun C; Seri Khotbah 3","Text","","979-9447-54-2","Ledalero","2003","300hlm","","252 LET k","Indonesia","Maumere","252 LET k","","cover_khotbah-tahun-c-seri-khotbah-3-20241203115855.jpeg","","<Leteng, Hubertus.>","","<7363/22>"
"Memberitakan Injil Kerajaan; ulasan injil hari minggu Tahun A masa Khusus","Text","","979-21-0110-1","Kanisius","","","","252 HAR m","Indonesia","Yogyakarta","252 HAR m","","cover_memberitakan-injil-kerajaan-ulasan-injil-hari-minggu-tahun-a-masa-kh-20240315084220.jpeg","","<Harun, Martin.>","","<7391/22><7392/22><7428/22><7431/22><7432/22>"
"A Kingdom For All Synoptics-Sunday Readings","Text","","971-504-091-8","St Paul Publications","1988","","","252 GUI a","Indonesia","Makati, Philippines","252 GUI a","","cover_a-kingdom-for-all-synoptics-sunday-readings-20241203121838.jpeg","","<Guillemette, Nil>","","<7591/22>"
"Inspirasi Hari Ini 3; berdasarkan bacaan harian pekan biasa XXI- XXXIV","Text","","979-21-0603-0","Kanisius","2003","","","252 DAR i","Indonesia","Yogyakarta","252 DAR i","","cover_inspirasi-hari-ini-3-berdasarkan-bacaan-harian-pekan-biasa-xxi-xxxi-20241203115248.jpg","","<St. Darmawijaya>","","<7410/22><7411/22>"
"Inspirasi Hari Minggu Tahun A; masa khusus dan hari raya","Text","","979-672-382-4","Kanisius","1999","","","252 DAR i","Indonesia","Yogyakarta","252 DAR i","","cover_inspirasi-hari-minggu-tahun-a-masa-khusus-dan-hari-raya-20241203115631.jpg","","<St. Darmawijaya>","","<7536/22>"
"Inspirasi Hari Minggu Tahun B- Masa Khusus dan Hari Raya","Text","","979-497-554-0","Kanisius","1997","","","252 DAR i","Indonesia","Yogyakarta","252 DAR i","","cover_inspirasi-hari-minggu-tahun-b-masa-khusus-dan-hari-raya-20241203115942.jpg","","<St. Darmawijaya>","","<7535/22>"
"Inspirasi Hari Minggu Tahun A; masa biasa","Text","","979-672-409-X","","","","","252 DAR i","Indonesia","","252 DAR i","","","","<St. Darmawijaya>","","<7504/22>"
"Inspirasi Hari Minggu Tahun A; masa biasa","Text","cet.5","979-672-409-X","Kanisius","2003","","","252 DAR i","Indonesia","Yogyakarta","252 DAR i","","cover_inspirasi-hari-minggu-tahun-a-masa-biasa-20240307123614.jpeg","","<St. Darmawijaya>","","<7539/22>"
"Kumpulan Homili Untuk Aneka Ibadat Kristiani","Text","cet.6","978-979-21-4052-1","Kanisius","2022","","","252 DAH k","Indonesia","Yogyakarta","252 DAH k","","cover_kumpulan-homili-untuk-aneka-ibadat-kristiani-20240318122516.jpeg","","<Dahua, Anselmus>","","<7252/22><7259/22>"
"Imanku Sudah Bulat","Text","","","Yayasan Pustaka Nusantara","1999","","","252 BUD i","Indonesia","Yogyakarta","252 BUD i","","","","<Purnomo, Aloys Budi.>","","<0829/22>"
"Communal Discernment; Bersama mencari kehendak Tuhan dalam komunitas","Text","","978-979-21-1462-1","Kanisius","2007","","","248 SUP c","Indonesia","Yogyakarta","248 SUP c","","cover_communal-discernment-bersama-mencari-kehendak-tuhan-dalam-komunitas-20240730092609.jpg","","<Suparno, Paul>","","<0586/23>"
